519389447787832,0.19247912,-0.06025136,0.15046184,0.96782374,3
519389452792714,0.19254655,-0.054514732,0.13271914,0.9707418,3
519389457797597,0.19179058,-0.05029362,0.119141154,0.97287834,3
519389462802480,0.19106911,-0.046964765,0.107296705,0.97456366,3
519389467837880,0.19077285,-0.044238325,0.09629402,0.9758976,3
519389472873281,0.18988827,-0.04185353,0.085809276,0.97715276,3
519389477908681,0.18803489,-0.040060423,0.0766579,0.97834635,3
519389482913564,0.18493932,-0.03912227,0.06983861,0.97948426,3
519389487918447,0.1810399,-0.038723145,0.06441138,0.98059994,3
519389492953847,0.17672889,-0.03892492,0.06068218,0.9816157,3
519389497958730,0.17202842,-0.039578725,0.058568466,0.9825525,3
519389502994130,0.16746299,-0.040713657,0.058304332,0.9833103,3
519389507999013,0.16346288,-0.042687155,0.061046626,0.9837332,3
519389513034414,0.15846094,-0.045471657,0.066733114,0.9840575,3
519389518039296,0.15561786,-0.04914767,0.07395982,0.9838178,3
519389523074697,0.15476602,-0.05291977,0.080728084,0.9832243,3
519389528079580,0.15541646,-0.056356344,0.08644056,0.98244476,3
519389533114980,0.15719612,-0.059443183,0.09063568,0.9816013,3
519389538119863,0.15963995,-0.061915886,0.093177736,0.9808157,3
519389543155263,0.16214827,-0.063652754,0.09366907,0.98024607,3
519389548190664,0.16375253,-0.064312644,0.0915646,0.98013514,3
519389553195546,0.1644837,-0.06411555,0.08724383,0.9804197,3
519389558230947,0.16446027,-0.06341011,0.080438435,0.98105127,3
519389563235830,0.16369657,-0.0628058,0.072443955,0.9818405,3
519389568271230,0.1623161,-0.06268251,0.063923955,0.9826689,3
519389573306630,0.160749,-0.06298234,0.05470012,0.9834637,3
519389578311513,0.15902936,-0.06386993,0.04504901,0.9841752,3
519389583346914,0.15728223,-0.06560595,0.036478065,0.9846967,3
519389588351796,0.15579018,-0.06838846,0.030419284,0.9849503,3
519389593387197,0.15479136,-0.07229574,0.027572302,0.9849126,3
519389598392080,0.15435979,-0.076847404,0.027391784,0.98464066,3
519389603427480,0.15494499,-0.08101181,0.028162615,0.9841931,3
519389608432363,0.15532666,-0.08438714,0.030604597,0.9837763,3
519389613467763,0.15464048,-0.086897224,0.033689186,0.9835651,3
519389618503164,0.15312605,-0.08877661,0.037482753,0.9834969,3
519389623508046,0.15116392,-0.09021732,0.042371992,0.98347086,3
519389628512929,0.14878787,-0.09101902,0.04736675,0.9835314,3
519389633548330,0.14608437,-0.091143504,0.051963143,0.98369306,3
519389638553213,0.14327441,-0.09066433,0.055310145,0.9839681,3
